Image Name,Red,Green,Blue,Cluster
apples (1).jpg,197.77754850579626,151.0753697744251,150.68133299094305,1
apples (10).jpg,208.0464267866067,179.6960019990005,179.76345993669833,1
apples (11).jpg,205.58205405405405,183.9074054054054,170.23095495495497,1
apples (12).jpg,232.16816202799478,216.82483291625977,199.5306078592936,1
apples (13).jpg,141.97320359281437,52.84409580838324,48.94478443113773,0
apples (14).jpg,133.48873866446826,110.0954091096455,65.82699556883759,2
apples (15).jpg,152.8897122574507,116.90805571933963,43.79181731078474,0
apples (16).jpg,213.3859975308642,176.81144567901234,160.7817364197531,1
apples (17).jpg,214.03496496496496,161.6848148148148,164.00748748748748,1
apples (18).jpg,200.65171624713957,180.00695860203868,149.49636987726234,1
apples (19).jpg,187.62252907549774,100.74810565740194,102.68750837768579,0
apples (2).jpg,197.6951875,168.8204875,171.37884375,1
apples (20).jpg,125.7501015625,90.85990572916667,65.85493958333333,0
apples (21).jpg,248.67117005042462,240.15194566082803,237.75654359076432,1
apples (22).jpg,233.46175536881418,214.05148459383753,195.7347899159664,1
apples (23).jpg,210.69241558441558,164.52204675324674,130.4976935064935,1
apples (24).jpg,131.55967553710937,99.245603515625,47.12221118164062,0
apples (25).jpg,186.96474262868566,118.95312343828085,96.25507246376812,0
apples (26).jpg,220.6555695442279,194.01806417301177,188.62720057097656,1
apples (27).jpg,210.13764950680027,186.73235629525502,194.8736969154492,1
apples (28).jpg,133.00359917695474,100.27224938271605,47.40108991769547,0
apples (29).jpg,210.12993418426126,178.22210815681711,177.3286726208808,1
apples (3).jpg,206.80647289735236,217.18573456944793,181.87440491104985,1
apples (30).jpg,157.8046754346141,128.86515068009746,133.1712943229721,2
apples (31).jpg,201.72872564772044,129.82125928901385,126.83935529222735,1
apples (32).jpg,145.36874643961588,89.04463195800781,62.06974665323893,0
apples (33).jpg,160.81062323095216,96.1600418784263,63.32805223228848,0
apples (34).jpg,215.07331838118023,218.0625558213716,186.87851574960126,1
apples (35).jpg,222.37908776462652,172.44229337545625,155.4040320705567,1
apples (36).jpg,223.99367262432924,196.14015295559219,181.43345164152618,1
apples (37).jpg,217.4266015625,207.1228203125,167.149178125,1
apples (38).jpg,214.23397867564535,132.49741863075195,134.79468294051628,1
apples (4).jpg,211.32725136536786,178.23970755885998,177.45827233925374,1
apples (5).jpg,172.96131777777777,142.72974,115.54288888888888,1
apples (6).jpg,225.32222588490788,154.65582714066272,143.66933557060696,1
apples (7).jpg,149.8984609709311,91.77260692679019,41.81856299669049,0
apples (8).jpg,198.2616422881711,154.8284868343575,145.223464555376,1
apples (9).jpg,218.49032898230706,221.54772619280544,176.79144422394276,1
avocados (1).jpg,136.14395691609977,112.35141156462585,68.54552721088436,2
avocados (10).jpg,176.04856476883785,190.93606192612327,148.15866232937157,1
avocados (11).jpg,220.40382008272059,219.48926499310662,185.1861443014706,1
avocados (12).jpg,178.08115161712058,175.62188152595465,159.29642887696545,1
avocados (13).jpg,200.84006118774414,207.19147109985352,193.00808461507162,1
avocados (14).jpg,188.33186350247962,177.5401975591549,102.17061032700843,1
avocados (15).jpg,215.42694602272726,203.8306778409091,128.88185170454545,1
avocados (16).jpg,201.73620689655172,180.47652332657202,59.54806085192698,1
avocados (17).jpg,162.36346247563353,150.6495979532164,135.32162524366473,1
avocados (18).jpg,48.17590494791666,93.491806640625,30.334137369791666,2
avocados (19).jpg,206.74505135182585,201.75965589887642,177.54324306530899,1
avocados (2).jpg,173.78108024654705,169.2851611581535,140.58850768381174,1
avocados (20).jpg,213.88767578125,210.131572265625,191.7532421875,1
avocados (21).jpg,40.756103515625,53.92146484375,32.1843359375,2
avocados (22).jpg,116.41813278198242,75.33986155192058,22.657546997070312,0
avocados (23).jpg,212.58679034756108,210.8805269205789,176.24091961296983,1
avocados (24).jpg,54.41458844444445,59.03519585185185,28.157863111111112,2
avocados (25).jpg,115.85463473756569,131.24378638585165,76.18711785515973,2
avocados (26).jpg,164.92987055418791,163.81882914434573,127.09443223415605,1
avocados (3).jpg,197.22702528168264,198.3393790468958,179.63971157192867,1
avocados (4).jpg,181.85819025995391,187.9439145296638,163.03438453084055,1
avocados (5).jpg,171.9358839627805,180.47360700602079,164.7295566502463,1
avocados (6).jpg,174.13772738825315,165.16450526393433,130.8789331182487,1
avocados (7).jpg,206.1552433786686,198.56544085151413,151.07700258317513,1
avocados (8).jpg,160.77664930555557,155.75862847222223,133.15541319444444,1
avocados (9).jpg,86.04293333333334,106.24658333333333,65.0871625,2
blueberries (1).jpg,96.21000798543294,118.16562271118164,142.8691749572754,2
blueberries (10).jpg,102.7721377245509,93.14504191616767,97.64550299401198,2
blueberries (11).jpg,102.81869776287473,122.17639757769881,107.68902457334468,2
blueberries (12).jpg,157.81787270652927,163.18344773411638,175.74385695849776,1
blueberries (13).jpg,119.24162024512954,130.4243138025711,97.40582580984284,2
blueberries (14).jpg,54.64696614583333,72.01217447916666,85.70158528645834,2
blueberries (15).jpg,55.464494402990205,68.9710625000469,117.22512064170807,2
blueberries (16).jpg,109.56659316773431,135.37536183419894,103.56536528272706,2
blueberries (17).jpg,49.48701336675021,81.48267752715121,124.05449456975772,2
blueberries (18).jpg,84.3753984375,117.181796875,155.4804609375,2
blueberries (19).jpg,212.5880349090303,214.8294992762,220.11454004853104,1
blueberries (2).jpg,149.91926607756506,158.84169857633776,153.87714285714284,1
blueberries (20).jpg,139.72870425321463,147.51725684141115,154.89597098582263,1
blueberries (21).jpg,55.07273448633243,68.86285869283586,94.06365988146133,2
blueberries (22).jpg,199.38835085726848,210.74752527842907,200.0469381960727,1
blueberries (23).jpg,80.72088426159274,90.44080878562592,114.74622262188416,2
blueberries (24).jpg,53.27325355926282,79.78287710717093,157.75072058695082,2
blueberries (25).jpg,111.0699666863025,124.64730112961232,110.69384380729618,2
blueberries (26).jpg,38.11659665278495,104.8578768643466,166.5141741119469,2
blueberries (27).jpg,82.54429853723404,88.56546043882979,129.94940059840425,2
blueberries (28).jpg,88.01563466893565,117.32969136757426,137.17712885790533,2
blueberries (29).jpg,86.05517338496743,97.49696180249956,117.35678929765886,2
blueberries (3).jpg,96.8360305102096,131.72498545052255,114.9748078547561,2
blueberries (30).jpg,182.85705403645832,183.65015625,187.46340169270835,1
blueberries (31).jpg,63.09447309680451,70.71179863721804,86.92173167293232,2
blueberries (32).jpg,55.76241666666667,57.060981481481484,63.87140740740741,2
blueberries (4).jpg,81.10338942382873,83.64627754190906,106.56989748995278,2
blueberries (5).jpg,126.57714114114114,132.13368168168168,137.66375975975976,2
blueberries (6).jpg,78.43289015028212,116.22215044939959,146.35437562730579,2
blueberries (7).jpg,62.375366666666665,86.76668333333333,110.312075,2
blueberries (8).jpg,150.89983415484727,154.55493398896732,110.10495246259352,2
blueberries (9).jpg,177.94780008826126,182.63635867166815,191.66151478375994,1
grapes (1).jpg,86.6632037037037,78.54703703703704,35.20699074074074,2
grapes (10).jpg,184.4878062015504,180.46239534883722,170.1008372093023,1
grapes (11).jpg,114.44734375,105.3493359375,64.142353515625,2
grapes (12).jpg,172.06318532818534,165.09222007722008,175.85083011583012,1
grapes (13).jpg,98.20411777944486,113.12900900225057,58.736059264816205,2
grapes (14).jpg,211.41283177083332,210.1972359375,207.14414947916666,1
grapes (15).jpg,74.55038888888889,97.44224444444444,94.20027777777777,2
grapes (16).jpg,88.99150466918945,109.70739237467448,116.30238215128581,2
grapes (17).jpg,96.17917916831978,93.09670132000926,99.02608066975799,2
grapes (18).jpg,163.2375080630059,156.73455544226888,161.38489564909798,1
grapes (19).jpg,136.20678541666666,144.57966979166667,114.1300875,2
grapes (2).jpg,115.94234469984802,117.9125935600304,110.29970079787235,2
grapes (20).jpg,91.88887590428492,98.13368968857561,78.35267008800676,2
grapes (21).jpg,115.1204197845805,111.82401502267574,85.06116326530612,2
grapes (22).jpg,221.7238713667285,224.8603896103896,178.02690166975881,1
grapes (23).jpg,199.67468048167848,173.14440935283687,164.23966090425532,1
grapes (24).jpg,116.7109375,134.90453125,95.20891493055555,2
grapes (25).jpg,197.2690692063492,207.80357365079365,182.44067015873017,1
grapes (26).jpg,137.40933852140077,130.17051956969559,117.39462119478141,2
grapes (27).jpg,140.63889434138335,153.83565073286888,109.13591620678004,2
grapes (28).jpg,218.53288515406163,185.72500466853407,186.39639589169002,1
grapes (29).jpg,196.33589762369792,184.54740478515626,192.3120369466146,1
grapes (3).jpg,199.34315942028985,190.62200664251208,159.90144263285023,1
grapes (30).jpg,202.24343234323433,192.46692739273928,155.4265082508251,1
grapes (31).jpg,180.97569028487948,183.1218261504748,191.7554784514244,1
grapes (32).jpg,209.72295977011495,204.94793103448276,190.43219827586208,1
grapes (33).jpg,219.56709835253312,197.3608456170775,179.5176297534993,1
grapes (34).jpg,189.09113513513515,188.62817417417418,146.767003003003,1
grapes (35).jpg,179.09818524970964,163.32018292682926,153.06801103368176,1
grapes (36).jpg,174.25282981781936,140.05503875341387,141.81470236874395,1
grapes (37).jpg,150.61549375,125.61515,110.5928125,2
grapes (38).jpg,211.90359166274754,186.14658414801326,186.8478075187368,1
grapes (4).jpg,235.0638263315829,237.06173668417105,203.70134808702176,1
grapes (5).jpg,190.64599264705882,166.15726715686276,165.62954656862746,1
grapes (6).jpg,116.94481404622395,90.89958318074544,56.454612731933594,2
grapes (7).jpg,180.02140114534834,172.8102395834537,142.05571152935195,1
grapes (8).jpg,226.01801120448178,232.39429505135388,186.70837535014005,1
grapes (9).jpg,124.21141937731866,104.96676914878354,63.083134108098136,2
olives (1).jpg,121.6919191576087,124.63857336956522,102.37247282608696,2
olives (10).jpg,162.22366230566396,154.58080798116902,136.91945725802853,1
olives (11).jpg,188.54889168062536,188.33393914014516,168.27412339475154,1
olives (12).jpg,183.66123921844746,181.4289268321305,172.4005574136009,1
olives (13).jpg,195.86832,190.147136,172.063812,1
olives (14).jpg,114.2986423809717,89.93189593390396,44.47915567995889,0
olives (15).jpg,200.53073055555555,192.54053958333333,156.70079305555555,1
olives (16).jpg,127.95161666666667,119.13989008333333,59.13791808333333,2
olives (17).jpg,211.74573424383578,212.62573082767236,181.25846479038634,1
olives (18).jpg,172.03227431254192,171.60321663313212,150.70044466800806,1
olives (19).jpg,161.97705842391304,157.00210597826086,122.75570878623188,1
olives (2).jpg,109.02359263102214,72.57302856445312,40.99405161539713,0
olives (20).jpg,171.73370958612193,172.23343488828954,168.23614856990645,1
olives (21).jpg,113.45474666666667,117.01323733333334,67.03644266666667,2
olives (22).jpg,92.28802712758382,103.16847070058186,53.78746732076009,2
olives (23).jpg,149.80427142235754,125.11799043062202,78.48112222705524,2
olives (3).jpg,215.31992959272858,217.8537946470799,203.49304818730735,1
olives (4).jpg,202.9029,203.36203333333333,172.635025,1
olives (5).jpg,145.21123526522592,136.24856335952848,82.74699165029469,2
olives (6).jpg,108.123330078125,104.5238720703125,86.33861022949219,2
olives (7).jpg,135.0523672813292,117.5233758940918,78.00302464499555,2
olives (8).jpg,222.09974917695473,218.554929218107,212.46374547325104,1
olives (9).jpg,192.7708440625,176.40996875,155.5523709375,1
raspberries (1).jpg,142.58271026611328,23.984602610270183,21.133708953857422,0
raspberries (10).jpg,121.98850225225225,64.76177927927928,40.31179054054054,0
raspberries (11).jpg,233.503102003643,148.86851366120217,153.378102003643,1
raspberries (12).jpg,135.9565426170468,106.40186074429772,66.11030412164865,0
raspberries (13).jpg,236.2247701167796,174.7644835752035,176.31240943187146,1
raspberries (14).jpg,130.4053053602812,53.39646309314587,50.816034160808435,0
raspberries (15).jpg,112.79681509433962,92.46475471698113,26.80748679245283,0
raspberries (16).jpg,110.53236182911299,105.0129276862875,74.28388353312927,2
raspberries (17).jpg,113.57614566559313,56.66686404097334,45.80797339081231,0
raspberries (18).jpg,216.05877916666665,43.077613194444446,55.12800138888889,0
raspberries (19).jpg,192.4969154901723,34.973272897780554,44.142519026991856,0
raspberries (2).jpg,202.28870545012052,160.66970023167107,158.8222883953853,1
raspberries (20).jpg,199.34507614807873,71.19769622774133,78.97663484067479,0
raspberries (21).jpg,216.5199926686217,157.11697214076247,165.78351906158358,1
raspberries (22).jpg,224.28506832797427,174.9909063504823,164.09604099678455,1
raspberries (23).jpg,193.85071540996913,108.372841293606,112.88366978715936,0
raspberries (24).jpg,150.789492,97.689862,62.362864,0
raspberries (25).jpg,140.7136893509767,50.00931001890359,62.32956836798992,0
raspberries (26).jpg,158.13764520103953,56.6457918978082,60.834503455091436,0
raspberries (27).jpg,199.81014513028006,48.58690758596062,47.56512618690057,0
raspberries (28).jpg,240.28168873008434,193.72792467197752,192.98493908153702,1
raspberries (29).jpg,151.4305361111111,85.26316944444444,76.19967777777778,0
raspberries (3).jpg,145.6761186440678,27.818686440677965,32.58377966101695,0
raspberries (30).jpg,162.85872014363608,97.98545837402344,59.8436393737793,0
raspberries (31).jpg,181.23835112847223,90.11016276041667,75.46927517361111,0
raspberries (32).jpg,229.36512797350196,192.71297274917194,191.55367133393557,1
raspberries (33).jpg,241.64609550173012,212.3564678200692,213.05717370242215,1
raspberries (34).jpg,146.37246063877643,123.85174089068826,27.0593567251462,0
raspberries (35).jpg,120.2204,105.74824375,53.969575,2
raspberries (36).jpg,167.3604971314872,58.3357517432556,75.4021053026406,0
raspberries (37).jpg,183.32454648526078,70.7750957420005,77.42152683295541,0
raspberries (38).jpg,157.3579778687371,63.60650157158942,98.79922065584537,0
raspberries (39).jpg,202.83755798269567,119.62482728558739,119.77672138697898,1
raspberries (4).jpg,150.5327668904004,33.143317051585285,40.746126239837935,0
raspberries (5).jpg,120.34451055688233,121.65459522904906,71.10059908271819,2
raspberries (6).jpg,158.42537395833332,81.56394635416666,58.285379166666665,0
raspberries (7).jpg,228.97974405607405,198.9084775511132,191.72662028491789,1
raspberries (8).jpg,193.52529205607476,161.25087981892523,158.22760294976635,1
raspberries (9).jpg,184.82951968134958,64.06185156982193,77.12950503748829,0
tomatoes (1).jpg,229.72758957654722,116.75419109663409,104.78130293159609,1
tomatoes (10).jpg,217.23154577464788,162.30000352112677,140.0195399061033,1
tomatoes (11).jpg,191.92314247720907,126.87736750542982,92.73614437764346,0
tomatoes (12).jpg,186.71788553571605,132.41405351755583,128.80086182329183,1
tomatoes (13).jpg,159.87885916666667,53.031596,28.339517166666667,0
tomatoes (14).jpg,144.79180157515086,111.26128543665955,65.67431071816388,0
tomatoes (15).jpg,141.17593068891938,40.56732788923183,10.034896865315247,0
tomatoes (16).jpg,114.05841011235955,111.85734831460674,43.7691797752809,2
tomatoes (17).jpg,212.35677168949772,203.9967214611872,168.4238310502283,1
tomatoes (18).jpg,182.94896491519788,44.30744512803459,20.946125706684402,0
tomatoes (19).jpg,169.6741755102041,101.69528979591837,42.96004693877551,0
tomatoes (2).jpg,163.36209674076625,28.09953026158045,25.085090368648608,0
tomatoes (20).jpg,89.10345833333334,65.76930833333333,30.972775,0
tomatoes (21).jpg,227.80248167888075,162.4548384410393,154.6885742838108,1
tomatoes (22).jpg,202.68454212962962,112.13878055555556,97.27849398148147,0
tomatoes (23).jpg,153.07322653064074,39.7183982389252,31.143693962627786,0
tomatoes (24).jpg,224.06809865692514,199.4552592210809,183.6600953404305,1
tomatoes (25).jpg,186.78048577521193,174.9970198158839,143.74781817236178,1
tomatoes (26).jpg,225.735941,174.010923,164.453951,1
tomatoes (27).jpg,208.35435581994315,176.25551618776302,173.14058913346452,1
tomatoes (28).jpg,217.68179835062517,171.5507368981112,164.3825804735302,1
tomatoes (29).jpg,215.40912966858053,157.21546141880404,142.73138640110386,1
tomatoes (3).jpg,241.62148371602623,195.06056291002812,184.4745764995314,1
tomatoes (30).jpg,202.80737571365518,96.44885706018519,32.29280512132932,0
tomatoes (31).jpg,232.48331495017854,174.73643229702193,162.31452019965977,1
tomatoes (32).jpg,227.48671175684703,174.547207748831,170.53420674682698,1
tomatoes (33).jpg,172.1848543474656,58.01751146979161,22.580166933834505,0
tomatoes (34).jpg,228.09446825596655,154.10481968732833,154.73602486189952,1
tomatoes (35).jpg,209.9758604732896,159.85720302249297,148.60323160731022,1
tomatoes (36).jpg,206.08716873985938,44.43589192356229,51.46974535785109,0
tomatoes (37).jpg,97.2338296398892,95.12760387811635,38.12121191135734,2
tomatoes (38).jpg,132.61049206349207,30.369460317460316,18.229619047619046,0
tomatoes (39).jpg,186.9782515625,93.56604166666666,60.454172916666664,0
tomatoes (4).jpg,238.87658888888888,172.1089111111111,156.82273333333333,1
tomatoes (40).jpg,131.658544,101.61666,74.320588,2
tomatoes (41).jpg,197.82228333333333,81.47363333333334,67.236775,0
tomatoes (42).jpg,141.87712962962962,65.15937037037037,30.86987037037037,0
tomatoes (43).jpg,157.35472469410456,73.2613306451613,51.86763139599555,0
tomatoes (44).jpg,208.10995729813664,51.75801033205924,33.737181975633064,0
tomatoes (45).jpg,173.83937867712604,97.90400843881856,50.303426041480954,0
tomatoes (46).jpg,126.91741961741961,29.822798127798126,12.481504884004885,0
tomatoes (5).jpg,239.68121091354996,194.73033721643165,187.36949724095646,1
tomatoes (6).jpg,128.83442656765678,73.20102103960396,33.07308168316832,0
tomatoes (7).jpg,166.21958796183267,33.55367120107015,16.25790786743164,0
tomatoes (8).jpg,147.48484745930384,90.59571443819362,45.75876936534011,0
tomatoes (9).jpg,172.89302817225746,67.93524300549468,58.338627771369985,0
watermelon (1).jpg,148.33097840575846,156.69665866879944,117.83224029147783,2
watermelon (10).jpg,182.3414743801653,163.34130247933885,147.24458842975207,1
watermelon (11).jpg,129.81614133333332,170.73060533333333,64.12403466666666,2
watermelon (12).jpg,204.83850402144773,166.7733833780161,142.52699195710457,1
watermelon (13).jpg,164.88015532544378,149.8535724852071,129.27191568047337,1
watermelon (14).jpg,148.79958448753462,93.10025854108956,98.46361957525393,0
watermelon (15).jpg,219.7180241499117,188.44550098047992,169.71273057551323,1
watermelon (16).jpg,193.81754207128424,169.10075647835185,153.4247098377953,1
watermelon (17).jpg,174.1570570203993,136.54892532913775,88.71928575303819,0
watermelon (18).jpg,64.4926170212766,131.35746808510638,55.96262411347518,2
watermelon (19).jpg,216.91483942667642,90.87513732910156,89.00477345784505,0
watermelon (2).jpg,118.04990705833072,69.84784008796733,37.29904047544245,0
watermelon (20).jpg,70.82707623682076,116.40991058394161,83.86650101378751,2
watermelon (21).jpg,91.25748197307927,114.08739927752147,67.13243591707516,2
watermelon (22).jpg,239.96688957475993,203.46282235939643,196.77607510288067,1
watermelon (23).jpg,158.0931193181818,96.65210795454546,70.09049431818181,0
watermelon (24).jpg,204.68052916666667,113.01251875,103.25158125,0
watermelon (25).jpg,111.29872725233885,129.67620889501634,68.52866585768294,2
watermelon (26).jpg,180.3904094236943,195.2984378670425,128.74144693054578,1
watermelon (27).jpg,166.6645015576324,175.50802180685358,159.39760124610592,1
watermelon (28).jpg,105.4967147230196,117.98046239896692,87.91242259640443,2
watermelon (29).jpg,213.69871032685515,204.39002634061822,183.97276990365157,1
watermelon (3).jpg,101.0781910331384,65.30668226120858,41.38567641325536,0
watermelon (30).jpg,114.90893533601331,140.87194930269777,100.35945478014023,2
watermelon (31).jpg,192.1483963963964,155.23759159159158,144.5027927927928,1
watermelon (4).jpg,122.23730333414854,72.35523297115374,60.20204031722741,0
watermelon (5).jpg,204.86602074380605,153.34363394609792,127.71028386784445,1
watermelon (6).jpg,102.92692610062893,139.27438286163522,70.75131289308176,2
watermelon (7).jpg,186.50368359375,70.2079033203125,67.138994140625,0
watermelon (8).jpg,194.68471354166667,105.737578125,92.535712890625,0
watermelon (9).jpg,222.77330917874397,175.41310990338164,160.3701388888889,1
